Carimbo_de_data_hora,Temperatura,Umidade_do_Ar,Umidade_do_Solo,Minutos_Decorridos,ID_Ciclo,Minutos_Decorridos_No_Ciclo
2025-07-02 16:18:25,20.5,89.8,100.0,21068.4,4,1110.57
2025-07-02 16:48:25,20.4,89.7,100.0,21098.4,4,1140.57
2025-07-02 17:18:26,20.2,89.0,100.0,21128.42,4,1170.59
2025-07-02 17:48:27,20.2,88.2,100.0,21158.43,4,1200.6
2025-07-02 18:18:29,19.9,92.1,100.0,21188.47,4,1230.64
2025-07-02 18:48:29,19.8,92.4,100.0,21218.47,4,1260.64
2025-07-02 19:18:29,19.8,92.0,100.0,21248.47,4,1290.64
2025-07-02 19:48:30,19.8,91.4,100.0,21278.48,4,1320.65
2025-07-02 20:18:31,19.9,91.7,100.0,21308.5,4,1350.67
2025-07-02 20:48:32,19.9,91.3,100.0,21338.52,4,1380.69
2025-07-02 21:18:34,19.9,92.0,100.0,21368.55,4,1410.72
2025-07-02 21:48:34,20.0,92.1,100.0,21398.55,4,1440.72
2025-07-02 22:18:35,19.9,92.1,100.0,21428.57,4,1470.74
2025-07-02 22:48:36,19.7,92.4,100.0,21458.58,4,1500.75
2025-07-02 23:18:39,19.6,92.8,100.0,21488.63,4,1530.8
2025-07-02 23:48:38,19.4,92.4,100.0,21518.62,4,1560.79
2025-07-03 00:18:38,19.3,92.6,100.0,21548.62,4,1590.79
2025-07-03 00:48:39,19.4,92.1,100.0,21578.63,4,1620.8
2025-07-03 01:18:40,19.4,91.3,100.0,21608.65,4,1650.82
2025-07-03 01:48:41,19.3,92.2,100.0,21638.67,4,1680.84
2025-07-03 02:18:41,19.2,93.1,100.0,21668.67,4,1710.84
2025-07-03 02:48:42,19.1,91.3,100.0,21698.68,4,1740.85
2025-07-03 03:18:43,19.0,91.8,100.0,21728.7,4,1770.87
2025-07-03 03:48:44,18.9,92.1,100.0,21758.72,4,1800.89
2025-07-03 04:18:44,19.0,90.3,100.0,21788.72,4,1830.89
2025-07-03 04:48:45,19.2,90.7,100.0,21818.73,4,1860.9
2025-07-03 05:18:46,19.2,91.8,100.0,21848.75,4,1890.92
2025-07-03 05:48:47,19.3,92.3,100.0,21878.77,4,1920.94
2025-07-03 06:18:48,19.2,92.8,100.0,21908.78,4,1950.95
2025-07-03 06:48:52,19.3,92.3,100.0,21938.85,4,1981.02
2025-07-03 07:18:53,19.3,92.1,100.0,21968.87,4,2011.04
2025-07-03 07:48:54,19.2,91.6,100.0,21998.88,4,2041.05
2025-07-03 08:18:54,19.4,91.6,100.0,22028.88,4,2071.05
2025-07-03 08:48:56,19.6,90.2,100.0,22058.92,4,2101.09
2025-07-03 09:18:56,19.7,89.2,100.0,22088.92,4,2131.09
2025-07-03 09:48:57,19.8,88.2,100.0,22118.93,4,2161.1
2025-07-03 10:18:58,20.1,87.7,100.0,22148.95,4,2191.12
2025-07-03 10:48:59,20.2,86.9,100.0,22178.97,4,2221.14
2025-07-03 11:18:59,20.1,86.1,100.0,22208.97,4,2251.14
2025-07-03 11:49:00,20.2,86.0,100.0,22238.98,4,2281.15
2025-07-03 12:19:01,20.6,85.0,100.0,22269.0,4,2311.17
2025-07-03 12:49:04,21.0,83.4,100.0,22299.05,4,2341.22
2025-07-03 13:19:05,21.3,81.8,100.0,22329.07,4,2371.24
2025-07-03 13:49:05,21.2,80.7,100.0,22359.07,4,2401.24
2025-07-03 14:19:09,21.0,79.7,100.0,22389.13,4,2431.3
2025-07-03 14:49:09,20.4,82.7,100.0,22419.13,4,2461.3
2025-07-03 15:19:10,20.2,84.1,100.0,22449.15,4,2491.32
2025-07-03 15:49:11,20.1,84.2,100.0,22479.17,4,2521.34
2025-07-03 16:19:12,20.2,84.2,100.0,22509.18,4,2551.35
2025-07-03 16:49:12,20.2,84.2,100.0,22539.18,4,2581.35
2025-07-03 17:19:13,20.2,83.5,100.0,22569.2,4,2611.37
2025-07-03 17:49:14,20.2,83.8,100.0,22599.22,4,2641.39
2025-07-03 18:19:15,20.2,84.0,100.0,22629.23,4,2671.4
2025-07-03 18:49:16,20.1,85.5,100.0,22659.25,4,2701.42
2025-07-03 19:19:16,19.6,87.7,100.0,22689.25,4,2731.42
2025-07-03 19:49:18,19.6,88.4,100.0,22719.28,4,2761.45
2025-07-03 20:49:32,19.6,89.0,100.0,22779.52,4,2821.69
2025-07-03 21:19:32,19.7,88.9,100.0,22809.52,4,2851.69
2025-07-03 21:49:34,19.8,89.8,100.0,22839.55,4,2881.72
2025-07-03 22:19:36,19.8,90.8,100.0,22869.58,4,2911.75
2025-07-03 22:49:37,19.8,90.7,100.0,22899.6,4,2941.77
2025-07-03 23:19:38,19.7,90.2,100.0,22929.62,4,2971.79
2025-07-03 23:49:38,19.7,90.0,100.0,22959.62,4,3001.79
2025-07-04 00:19:39,19.6,90.3,100.0,22989.63,4,3031.8
2025-07-04 00:49:42,19.6,91.3,100.0,23019.68,4,3061.85
2025-07-04 05:53:14,19.2,93.4,100.0,23323.22,4,3365.39
2025-07-04 06:23:14,18.4,92.3,100.0,23353.22,4,3395.39
2025-07-04 06:53:15,18.4,92.9,100.0,23383.23,4,3425.4
2025-07-04 07:23:16,18.3,91.6,100.0,23413.25,4,3455.42
2025-07-04 07:53:17,18.4,89.9,100.0,23443.27,4,3485.44
2025-07-04 08:23:18,18.5,90.5,100.0,23473.28,4,3515.45
2025-07-04 08:53:19,18.5,91.6,100.0,23503.3,4,3545.47
2025-07-04 09:23:20,18.6,91.3,100.0,23533.32,4,3575.49
2025-07-04 09:53:20,19.0,89.4,100.0,23563.32,4,3605.49
2025-07-04 10:23:21,19.1,85.8,100.0,23593.33,4,3635.5
2025-07-04 10:53:22,19.2,83.8,100.0,23623.35,4,3665.52
2025-07-04 11:23:23,19.5,82.1,100.0,23653.37,4,3695.54
2025-07-04 11:53:24,19.9,80.2,100.0,23683.38,4,3725.55
2025-07-04 12:23:35,19.8,78.6,100.0,23713.57,4,3755.74
2025-07-04 12:53:35,20.0,77.7,100.0,23743.57,4,3785.74
2025-07-04 13:23:35,20.3,75.9,100.0,23773.57,4,3815.74
2025-07-04 13:53:36,20.4,75.4,100.0,23803.58,4,3845.75
2025-07-04 14:23:37,20.3,76.1,100.0,23833.6,4,3875.77
2025-07-04 14:53:37,20.3,76.6,100.0,23863.6,4,3905.77
2025-07-04 15:23:38,20.3,77.6,100.0,23893.62,4,3935.79
2025-07-04 15:53:39,20.3,77.7,100.0,23923.63,4,3965.8
2025-07-04 16:23:40,20.2,77.8,100.0,23953.65,4,3995.82
2025-07-04 16:53:41,20.1,77.8,100.0,23983.67,4,4025.84
2025-07-04 17:23:41,19.9,78.9,100.0,24013.67,4,4055.84
2025-07-04 17:53:42,19.7,80.5,100.0,24043.68,4,4085.85
2025-07-04 18:23:43,19.5,81.1,100.0,24073.7,4,4115.87
2025-07-04 18:53:43,19.4,80.9,100.0,24103.7,4,4145.87
2025-07-04 19:23:44,19.4,81.9,100.0,24133.72,4,4175.89
2025-07-04 19:53:45,19.4,81.9,100.0,24163.73,4,4205.9
2025-07-04 20:23:46,19.4,80.1,100.0,24193.75,4,4235.92
2025-07-04 20:53:46,19.3,79.6,100.0,24223.75,4,4265.92
2025-07-04 21:23:47,19.3,80.7,100.0,24253.77,4,4295.94
2025-07-04 21:53:48,19.2,80.9,100.0,24283.78,4,4325.95
2025-07-04 22:23:49,19.0,81.6,100.0,24313.8,4,4355.97
2025-07-04 22:53:50,19.0,81.9,100.0,24343.82,4,4385.99
2025-07-04 23:23:50,18.9,82.6,100.0,24373.82,4,4415.99
2025-07-04 23:53:51,18.8,84.1,100.0,24403.83,4,4446.0
2025-07-05 00:23:52,18.7,86.7,100.0,24433.85,4,4476.02
2025-07-05 00:53:53,18.5,88.3,100.0,24463.87,4,4506.04
2025-07-05 01:23:54,18.5,89.3,100.0,24493.88,4,4536.05
2025-07-05 01:53:54,18.6,88.1,100.0,24523.88,4,4566.05
2025-07-05 02:23:59,18.5,87.3,100.0,24553.97,4,4596.14
2025-07-05 02:53:56,18.5,87.8,100.0,24583.92,4,4626.09
2025-07-05 03:23:57,18.5,89.9,100.0,24613.93,4,4656.1
2025-07-05 03:53:58,18.4,90.1,100.0,24643.95,4,4686.12
2025-07-05 04:23:59,18.3,90.7,100.0,24673.97,4,4716.14
2025-07-05 04:53:59,18.3,90.8,100.0,24703.97,4,4746.14
2025-07-05 05:24:00,18.3,90.4,100.0,24733.98,4,4776.15
2025-07-05 05:54:01,18.3,89.3,100.0,24764.0,4,4806.17
2025-07-05 06:24:01,18.2,89.2,100.0,24794.0,4,4836.17
2025-07-05 06:54:02,18.1,89.5,100.0,24824.02,4,4866.19
2025-07-05 07:24:05,17.7,90.0,100.0,24854.07,4,4896.24
2025-07-05 07:54:06,17.7,89.6,100.0,24884.08,4,4926.25
2025-07-05 08:24:07,17.9,88.9,100.0,24914.1,4,4956.27
2025-07-05 08:54:08,18.2,87.0,100.0,24944.12,4,4986.29
2025-07-05 09:24:09,18.4,86.4,100.0,24974.13,4,5016.3
2025-07-05 09:54:09,18.6,85.1,100.0,25004.13,4,5046.3
2025-07-05 10:24:10,19.0,83.7,100.0,25034.15,4,5076.32
2025-07-05 10:54:11,19.4,82.2,100.0,25064.17,4,5106.34
2025-07-05 11:24:12,19.7,79.4,100.0,25094.18,4,5136.35
2025-07-05 11:54:13,20.0,78.3,100.0,25124.2,4,5166.37
2025-07-05 12:24:14,20.3,77.4,100.0,25154.22,4,5196.39
2025-07-05 12:54:14,20.6,73.8,100.0,25184.22,4,5226.39
2025-07-05 13:20:44,20.9,65.4,100.0,25210.72,4,5252.89
2025-07-05 13:23:01,20.9,65.3,100.0,25213.0,4,5255.17
2025-07-05 13:53:02,20.9,65.3,100.0,25243.02,4,5285.19
2025-07-05 14:23:03,21.2,65.8,100.0,25273.03,4,5315.2
2025-07-05 14:53:04,21.4,67.6,100.0,25303.05,4,5345.22
2025-07-05 15:23:04,21.5,70.5,100.0,25333.05,4,5375.22
2025-07-05 15:53:05,21.4,73.7,100.0,25363.07,4,5405.24
2025-07-05 16:23:07,21.3,75.8,100.0,25393.1,4,5435.27
2025-07-05 16:53:08,21.0,77.2,100.0,25423.12,4,5465.29
2025-07-05 17:23:09,20.8,77.8,100.0,25453.13,4,5495.3
2025-07-05 17:53:11,20.6,78.9,100.0,25483.17,4,5525.34
2025-07-05 18:23:16,20.4,79.5,100.0,25513.25,4,5555.42
2025-07-05 18:53:17,20.2,80.6,100.0,25543.27,4,5585.44
2025-07-05 19:23:18,20.0,80.7,100.0,25573.28,4,5615.45
2025-07-05 19:53:23,20.0,81.4,100.0,25603.37,4,5645.54
2025-07-05 20:23:20,20.0,81.6,100.0,25633.32,4,5675.49
2025-07-05 20:53:21,19.9,82.1,100.0,25663.33,4,5705.5
2025-07-05 21:23:22,20.0,82.4,100.0,25693.35,4,5735.52
2025-07-05 21:53:24,20.0,83.2,100.0,25723.38,4,5765.55
2025-07-05 22:23:24,19.9,83.6,95.9,25753.38,4,5795.55
2025-07-05 22:53:25,19.9,82.6,96.1,25783.4,4,5825.57
2025-07-05 23:23:28,19.6,84.8,95.9,25813.45,4,5855.62
2025-07-05 23:53:29,19.6,84.1,96.0,25843.47,4,5885.64
2025-07-06 00:23:29,19.5,82.8,95.5,25873.47,4,5915.64
2025-07-06 00:53:30,19.5,83.7,97.0,25903.48,4,5945.65
2025-07-06 01:23:31,19.3,84.9,95.9,25933.5,4,5975.67
2025-07-06 01:53:32,19.2,86.1,95.8,25963.52,4,6005.69
2025-07-06 02:23:32,18.9,88.3,95.8,25993.52,4,6035.69
2025-07-06 02:53:33,18.8,88.6,96.3,26023.53,4,6065.7
2025-07-06 03:23:34,18.7,91.3,95.8,26053.55,4,6095.72
2025-07-06 03:53:35,18.6,91.0,96.2,26083.57,4,6125.74
2025-07-06 04:23:36,18.5,91.2,96.5,26113.58,4,6155.75
2025-07-06 04:53:37,18.3,91.4,95.8,26143.6,4,6185.77
2025-07-06 05:23:38,18.3,90.5,95.7,26173.62,4,6215.79
2025-07-06 05:53:39,18.1,89.4,95.9,26203.63,4,6245.8
2025-07-06 06:23:39,18.0,90.3,96.0,26233.63,4,6275.8
2025-07-06 06:53:40,18.0,90.3,95.6,26263.65,4,6305.82
2025-07-06 07:23:41,17.8,91.5,95.7,26293.67,4,6335.84
2025-07-06 07:53:44,17.9,91.2,95.8,26323.72,4,6365.89
2025-07-06 08:23:45,18.2,90.0,95.8,26353.73,4,6395.9
2025-07-06 08:53:45,18.6,89.2,95.4,26383.73,4,6425.9
2025-07-06 09:23:46,19.1,88.4,95.8,26413.75,4,6455.92
2025-07-06 09:53:46,19.5,86.5,95.9,26443.75,4,6485.92
2025-07-06 10:23:47,20.0,85.2,95.5,26473.77,4,6515.94
2025-07-06 10:53:50,20.4,85.4,95.8,26503.82,4,6545.99
2025-07-06 11:23:59,20.7,84.7,95.4,26533.97,4,6576.14
2025-07-06 11:54:00,20.9,82.9,95.2,26563.98,4,6606.15
2025-07-06 12:24:01,21.1,79.7,94.9,26594.0,4,6636.17
2025-07-06 12:54:02,21.4,75.1,94.4,26624.02,4,6666.19
2025-07-06 13:24:06,21.8,71.8,94.2,26654.08,4,6696.25
2025-07-06 13:54:06,22.0,68.3,94.0,26684.08,4,6726.25
2025-07-06 14:24:07,22.1,66.3,94.1,26714.1,4,6756.27
2025-07-06 14:54:08,22.0,67.1,93.5,26744.12,4,6786.29
2025-07-06 15:24:09,22.0,69.8,93.8,26774.13,4,6816.3
2025-07-06 15:54:11,21.9,66.9,92.1,26804.17,4,6846.34
2025-07-06 16:24:11,21.8,70.2,93.3,26834.17,4,6876.34
2025-07-06 16:54:12,21.6,73.2,93.1,26864.18,4,6906.35
2025-07-06 17:24:13,21.5,74.2,93.0,26894.2,4,6936.37
2025-07-06 17:54:16,21.3,74.5,93.0,26924.25,4,6966.42
2025-07-06 18:24:17,21.1,76.8,93.0,26954.27,4,6996.44
2025-07-06 18:54:17,21.0,76.5,93.2,26984.27,4,7026.44
2025-07-06 19:24:18,20.7,77.4,91.9,27014.28,4,7056.45
2025-07-06 19:54:19,20.7,77.7,91.9,27044.3,4,7086.47
2025-07-06 20:24:20,20.7,79.7,92.1,27074.32,4,7116.49
2025-07-06 20:54:20,20.6,80.4,92.1,27104.32,4,7146.49
2025-07-06 21:24:21,20.6,79.9,92.1,27134.33,4,7176.5
2025-07-06 21:54:22,20.5,79.3,92.1,27164.35,4,7206.52
2025-07-06 22:24:23,20.4,80.0,92.1,27194.37,4,7236.54
2025-07-06 22:54:24,20.3,81.1,91.8,27224.38,4,7266.55
2025-07-06 23:24:25,20.1,84.8,91.9,27254.4,4,7296.57
2025-07-06 23:54:26,19.8,86.3,92.0,27284.42,4,7326.59
2025-07-07 00:24:26,19.7,87.9,93.3,27314.42,4,7356.59
2025-07-07 00:54:27,19.6,88.2,92.2,27344.43,4,7386.6
2025-07-07 01:24:28,19.4,88.9,93.0,27374.45,4,7416.62
2025-07-07 01:54:29,19.4,89.2,92.1,27404.47,4,7446.64
2025-07-07 02:24:30,19.4,89.2,93.0,27434.48,4,7476.65
2025-07-07 02:54:30,19.3,89.3,92.5,27464.48,4,7506.65
2025-07-07 03:24:31,19.2,89.7,91.9,27494.5,4,7536.67
2025-07-07 03:54:32,19.0,89.7,92.1,27524.52,4,7566.69
2025-07-07 04:24:33,19.0,88.2,91.8,27554.53,4,7596.7
2025-07-07 04:54:34,18.8,88.3,91.3,27584.55,4,7626.72
2025-07-07 05:24:34,18.5,90.2,90.9,27614.55,4,7656.72
2025-07-07 05:54:35,18.5,91.7,91.2,27644.57,4,7686.74
2025-07-07 06:24:36,18.5,90.8,90.8,27674.58,4,7716.75
2025-07-07 06:54:37,18.6,89.6,90.6,27704.6,4,7746.77
2025-07-07 07:24:38,18.6,89.6,91.3,27734.62,4,7776.79
2025-07-07 07:54:38,18.9,88.1,91.1,27764.62,4,7806.79
2025-07-07 08:24:39,19.1,87.9,90.2,27794.63,4,7836.8
2025-07-07 08:54:40,19.4,87.0,90.4,27824.65,4,7866.82
2025-07-07 09:24:42,19.6,85.9,91.4,27854.68,4,7896.85
2025-07-07 09:54:43,19.6,85.9,89.6,27884.7,4,7926.87
2025-07-07 10:24:44,20.0,85.6,89.7,27914.72,4,7956.89
2025-07-07 10:54:45,19.8,85.7,89.6,27944.73,4,7986.9
2025-07-07 11:24:45,20.4,83.8,89.1,27974.73,4,8016.9
2025-07-07 11:54:46,20.6,81.4,91.3,28004.75,4,8046.92
2025-07-07 12:24:47,20.9,79.8,87.8,28034.77,4,8076.94
2025-07-07 12:54:48,21.0,78.8,87.5,28064.78,4,8106.95
2025-07-07 13:24:48,21.4,74.6,86.8,28094.78,4,8136.95
2025-07-07 13:54:49,21.4,72.4,86.1,28124.8,4,8166.97
2025-07-07 14:24:50,21.7,71.9,86.1,28154.82,4,8196.99
2025-07-07 14:54:51,21.8,71.0,84.3,28184.83,4,8227.0
2025-07-07 15:24:56,22.1,68.7,84.4,28214.92,4,8257.09
2025-07-07 15:54:55,22.0,71.3,83.9,28244.9,4,8287.07
2025-07-07 16:25:00,21.8,72.4,84.0,28274.98,4,8317.15
2025-07-07 16:55:03,21.6,73.1,83.5,28305.03,4,8347.2
2025-07-07 17:25:04,21.3,76.7,83.2,28335.05,4,8377.22
2025-07-07 17:55:06,21.0,80.5,83.2,28365.08,4,8407.25
2025-07-07 18:25:06,20.7,81.8,82.9,28395.08,4,8437.25
2025-07-07 18:55:08,20.5,80.9,82.7,28425.12,4,8467.29
2025-07-07 19:25:10,20.4,79.2,83.1,28455.15,4,8497.32
2025-07-07 19:55:11,20.2,78.3,82.6,28485.17,4,8527.34
2025-07-07 20:25:12,20.2,78.6,82.2,28515.18,4,8557.35
2025-07-07 20:55:13,20.0,79.7,93.0,28545.2,4,8587.37
2025-07-07 21:25:16,20.0,81.0,82.7,28575.25,4,8617.42
2025-07-07 21:55:20,19.9,83.3,82.2,28605.32,4,8647.49
2025-07-07 22:25:22,19.9,84.3,83.2,28635.35,4,8677.52
2025-07-07 22:55:23,19.8,84.6,82.4,28665.37,4,8707.54
2025-07-07 23:25:25,19.7,85.0,82.4,28695.4,4,8737.57
2025-07-07 23:55:26,19.6,85.1,82.2,28725.42,4,8767.59
2025-07-08 00:25:27,19.5,84.7,82.4,28755.43,4,8797.6
2025-07-08 00:55:28,19.5,85.8,82.4,28785.45,4,8827.62
2025-07-08 01:25:28,19.3,86.5,81.8,28815.45,4,8857.62
2025-07-08 01:55:29,19.2,87.4,82.6,28845.47,4,8887.64
2025-07-08 02:25:30,18.9,88.5,82.5,28875.48,4,8917.65
2025-07-08 02:55:31,18.7,89.7,81.9,28905.5,4,8947.67
2025-07-08 03:25:31,18.6,91.0,82.0,28935.5,4,8977.67
2025-07-08 03:55:32,18.6,91.3,82.1,28965.52,4,9007.69
2025-07-08 04:25:33,18.3,91.7,82.0,28995.53,4,9037.7
2025-07-08 04:55:34,18.2,92.3,82.3,29025.55,4,9067.72
2025-07-08 05:25:35,18.2,91.8,81.8,29055.57,4,9097.74
2025-07-08 05:55:35,18.1,91.4,81.9,29085.57,4,9127.74
2025-07-08 06:25:37,18.1,90.7,82.0,29115.6,4,9157.77
2025-07-08 06:55:37,17.9,90.9,81.9,29145.6,4,9187.77
2025-07-08 07:25:38,17.9,90.9,81.7,29175.62,4,9217.79
2025-07-08 07:55:39,17.8,91.5,82.1,29205.63,4,9247.8
2025-07-08 08:25:40,18.4,90.5,81.7,29235.65,4,9277.82
2025-07-08 08:55:41,18.8,89.6,81.1,29265.67,4,9307.84
2025-07-08 09:25:41,19.2,89.8,80.8,29295.67,4,9337.84
2025-07-08 09:55:42,19.3,88.3,91.4,29325.68,4,9367.85
2025-07-08 10:25:43,19.7,88.4,86.0,29355.7,4,9397.87
2025-07-08 10:55:43,20.6,84.6,85.1,29385.7,4,9427.87
2025-07-08 11:25:44,21.1,82.6,86.7,29415.72,4,9457.89
2025-07-08 11:55:48,20.5,84.6,95.8,29445.78,4,9487.95
2025-07-08 12:25:49,20.8,82.7,100.0,29475.8,4,9517.97
2025-07-08 12:55:50,21.3,75.9,99.1,29505.82,4,9547.99
2025-07-08 13:25:51,21.5,71.2,100.0,29535.83,4,9578.0
2025-07-08 13:55:52,21.3,73.0,100.0,29565.85,4,9608.02
2025-07-08 14:25:52,21.4,76.5,100.0,29595.85,4,9638.02
2025-07-08 14:55:54,21.7,67.4,100.0,29625.88,4,9668.05
2025-07-08 15:25:57,21.6,66.5,100.0,29655.93,4,9698.1
2025-07-08 15:55:58,21.6,67.4,100.0,29685.95,4,9728.12
2025-07-08 16:25:59,22.1,54.7,100.0,29715.97,4,9758.14
2025-07-08 16:56:00,22.3,61.2,100.0,29745.98,4,9788.15
2025-07-08 17:26:00,21.6,71.5,100.0,29775.98,4,9818.15
2025-07-08 17:56:01,21.1,77.0,100.0,29806.0,4,9848.17
2025-07-08 18:26:02,20.9,78.0,100.0,29836.02,4,9878.19
2025-07-08 18:56:04,21.0,81.8,100.0,29866.05,4,9908.22
2025-07-08 19:26:05,20.8,82.6,100.0,29896.07,4,9938.24
2025-07-08 19:56:06,20.8,84.4,100.0,29926.08,4,9968.25
2025-07-08 20:26:06,20.9,82.2,100.0,29956.08,4,9998.25
2025-07-08 20:56:07,20.7,84.9,100.0,29986.1,4,10028.27
2025-07-08 21:26:08,20.6,85.5,100.0,30016.12,4,10058.29
2025-07-08 21:56:09,20.5,83.7,100.0,30046.13,4,10088.3
2025-07-08 22:26:13,20.3,87.3,100.0,30076.2,4,10118.37
2025-07-08 22:56:19,20.1,89.0,100.0,30106.3,4,10148.47
2025-07-08 23:26:21,20.0,88.4,100.0,30136.33,4,10178.5
2025-07-08 23:56:22,19.9,89.2,100.0,30166.35,4,10208.52
2025-07-09 00:26:23,19.9,89.8,100.0,30196.37,4,10238.54
2025-07-09 00:56:23,19.7,89.7,100.0,30226.37,4,10268.54
2025-07-09 01:26:25,19.6,89.9,100.0,30256.4,4,10298.57
2025-07-09 01:56:26,19.5,89.8,100.0,30286.42,4,10328.59
2025-07-09 02:26:27,19.4,90.3,100.0,30316.43,4,10358.6
2025-07-09 02:56:28,19.4,90.6,100.0,30346.45,4,10388.62
2025-07-09 03:26:28,19.2,92.2,100.0,30376.45,4,10418.62
2025-07-09 03:56:29,19.2,91.9,100.0,30406.47,4,10448.64
2025-07-09 04:26:31,19.3,91.5,100.0,30436.5,4,10478.67
2025-07-09 04:56:31,19.3,91.8,100.0,30466.5,4,10508.67
2025-07-09 05:26:32,19.3,92.3,100.0,30496.52,4,10538.69
2025-07-09 05:56:33,19.3,92.4,100.0,30526.53,4,10568.7
2025-07-09 06:26:34,19.3,92.0,100.0,30556.55,4,10598.72
2025-07-09 06:56:34,19.4,92.3,100.0,30586.55,4,10628.72
2025-07-09 07:26:35,19.4,92.9,100.0,30616.57,4,10658.74
2025-07-09 07:56:36,19.5,92.6,100.0,30646.58,4,10688.75
2025-07-09 08:26:37,19.7,90.4,100.0,30676.6,4,10718.77
2025-07-09 08:56:38,19.9,89.4,100.0,30706.62,4,10748.79
2025-07-09 09:26:38,20.5,86.6,100.0,30736.62,4,10778.79
2025-07-09 09:56:39,21.0,86.1,100.0,30766.63,4,10808.8
2025-07-09 10:26:40,20.9,80.4,100.0,30796.65,4,10838.82
2025-07-09 10:56:41,21.3,79.3,100.0,30826.67,4,10868.84
2025-07-09 11:26:41,21.7,76.7,100.0,30856.67,4,10898.84
2025-07-09 11:56:42,21.9,74.3,100.0,30886.68,4,10928.85
2025-07-09 12:35:31,21.9,74.2,100.0,30925.5,4,10967.67
2025-07-09 13:05:31,22.0,74.0,99.1,30955.5,4,10997.67
2025-07-09 13:35:32,22.2,71.6,99.5,30985.52,4,11027.69
2025-07-09 14:05:33,22.3,70.6,98.8,31015.53,4,11057.7
2025-07-09 14:35:34,22.4,70.6,98.7,31045.55,4,11087.72
2025-07-09 15:05:35,22.5,70.9,97.8,31075.57,4,11117.74
2025-07-09 15:35:35,22.4,70.1,98.2,31105.57,4,11147.74
2025-07-09 16:05:36,22.2,70.3,98.4,31135.58,4,11177.75
2025-07-09 16:35:37,22.1,70.0,97.2,31165.6,4,11207.77
2025-07-09 17:05:38,22.0,70.1,97.6,31195.62,4,11237.79
2025-07-09 17:35:39,21.8,71.0,95.7,31225.63,4,11267.8
2025-07-09 18:05:40,21.5,74.6,95.5,31255.65,4,11297.82
2025-07-09 18:35:41,21.3,77.1,95.3,31285.67,4,11327.84
2025-07-09 19:05:42,21.3,77.5,94.3,31315.68,4,11357.85
2025-07-09 19:35:42,21.3,79.2,94.0,31345.68,4,11387.85
2025-07-09 20:05:57,21.3,80.5,93.9,31375.93,4,11418.1
2025-07-09 20:35:44,21.1,79.6,93.5,31405.72,4,11447.89
2025-07-09 21:05:45,21.1,78.9,93.3,31435.73,4,11477.9
2025-07-09 21:35:45,21.0,80.1,93.0,31465.73,4,11507.9
2025-07-09 22:05:46,20.9,82.4,93.0,31495.75,4,11537.92
2025-07-09 22:35:48,20.9,83.1,93.6,31525.78,4,11567.95
2025-07-09 23:05:49,20.9,83.2,93.9,31555.8,4,11597.97
2025-07-09 23:35:50,20.9,83.3,93.9,31585.82,4,11627.99
2025-07-10 00:05:50,20.8,83.1,93.9,31615.82,4,11657.99
2025-07-10 00:35:51,20.6,83.4,95.0,31645.83,4,11688.0
2025-07-10 01:05:52,20.4,84.7,94.9,31675.85,4,11718.02
2025-07-10 01:35:53,20.3,85.2,100.0,31705.87,4,11748.04
2025-07-10 02:05:53,20.2,86.6,100.0,31735.87,4,11778.04
2025-07-10 02:35:54,20.1,86.1,100.0,31765.88,4,11808.05
2025-07-10 03:05:55,20.1,86.6,93.7,31795.9,4,11838.07
2025-07-10 03:35:56,20.1,86.0,93.9,31825.92,4,11868.09
2025-07-10 04:05:57,20.1,85.7,93.9,31855.93,4,11898.1
2025-07-10 04:35:57,20.0,86.8,92.4,31885.93,4,11928.1
2025-07-10 05:05:58,19.9,86.5,93.2,31915.95,4,11958.12
2025-07-10 05:35:59,19.8,87.0,93.5,31945.97,4,11988.14
2025-07-10 06:06:00,19.9,88.5,93.0,31975.98,4,12018.15
2025-07-10 06:36:00,19.9,89.0,92.5,32005.98,4,12048.15
2025-07-10 07:06:01,19.8,88.5,93.0,32036.0,4,12078.17
2025-07-10 07:36:03,19.9,88.8,91.9,32066.03,4,12108.2
2025-07-10 08:06:03,20.0,89.3,92.4,32096.03,4,12138.2
2025-07-10 08:36:04,20.1,88.4,92.3,32126.05,4,12168.22
2025-07-10 09:06:04,20.4,87.3,91.9,32156.05,4,12198.22
2025-07-10 09:36:05,20.6,86.7,91.6,32186.07,4,12228.24
2025-07-10 10:06:09,21.1,84.9,90.6,32216.13,4,12258.3
2025-07-10 10:36:09,21.5,83.6,90.8,32246.13,4,12288.3
2025-07-10 11:06:11,21.4,82.8,90.0,32276.17,4,12318.34
2025-07-10 11:36:11,21.7,81.9,89.7,32306.17,4,12348.34
2025-07-10 12:06:13,22.2,77.9,89.8,32336.2,4,12378.37
2025-07-10 12:36:13,22.1,78.5,89.0,32366.2,4,12408.37
2025-07-10 13:06:14,22.0,76.3,88.9,32396.22,4,12438.39
2025-07-10 13:36:15,22.0,75.7,87.0,32426.23,4,12468.4
2025-07-10 14:06:16,22.3,77.7,87.5,32456.25,4,12498.42
2025-07-10 14:36:17,22.5,74.4,86.6,32486.27,4,12528.44
2025-07-10 15:06:17,22.6,74.0,85.4,32516.27,4,12558.44
2025-07-10 15:36:18,22.9,72.6,85.6,32546.28,4,12588.45
2025-07-10 16:06:19,22.6,72.9,85.5,32576.3,4,12618.47
2025-07-10 16:36:20,22.5,73.6,85.5,32606.32,4,12648.49
